Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
ABEO,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,2.22,108495000.0,nan,-1.47,nan,49.52,1.01,25.05,-0.76,0.0,-3558.01,-29.88,-56.98,2190000.0,0.05,nan,-35700000.0,-72340000.0,-1.586,1.4,nan,62510000.0,1.27,8400000.0,7.84,2.54,2.18,-56330000.0,-35490000.0,1.45,49320000.0,nan,nan,nan,nan,nan,0.0
ABIL,Ability Inc.,Consumer Durables,Telecommunications Equipment,2014,0.475,3850000.0,nan,nan,nan,7.14,0.85,-12.68,0.7,0.0,-1886.83,-28.01,-492.22,nan,0.18,-94.8,-1100000.0,-9690000.0,-3.446,-1.6667,nan,9860000.0,1.56,nan,nan,1.12,0.56,-5090000.0,-1270000.0,0.35,8039999.999999999,nan,nan,nan,nan,nan,0.0
ABMD,"ABIOMED, Inc.",Health Care,Medical/Dental Instruments,n/a,159.12,7366000000.0,29.05,31.1,1.29,9.24,7.35,8.48,26.61,32.35,29.91,15.38,29.88,797090000.0,17.68,15.4,639870000.0,253920000.0,5.59,1.9897,-1.3,486670000.0,10.73,13660000.0,1.36,6.76,22.1,270190000.0,146020000.0,1.2,45380000.0,nan,nan,nan,nan,nan,0.0
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas Production,n/a,0.376,62075000.0,1.41,1.94,1.73,0.42,0.4,1.7,2.38,29.82,37.21,9.11,33.44,146960000.0,0.88,12.6,112840000.0,104620000.0,0.261,0.5,nan,1320000.0,0.01,186740000.0,121.24,0.47,0.93,77410000.0,-107980000.0,2.37,168450000.0,nan,nan,nan,nan,nan,0.0
ACIU,AC Immune SA,Health Care,Major Pharmaceuticals,2016,4.5,326326000.0,nan,-5.43,nan,nan,1.62,nan,nan,23.02,0.0,5.72,10.02,nan,nan,-25.5,-37080000.0,nan,-0.547,1.0909,nan,nan,nan,nan,0.94,21.9,2.99,nan,nan,0.06,67560000.0,nan,nan,nan,nan,nan,0.0
ACIA,"Acacia Communications, Inc.",Technology,Semiconductors,2016,65.09,2669000000.0,124.23,30.94,-3.11,6.38,5.03,5.68,84.01,5.3,3.57,1.48,4.29,418350000.0,10.33,71.0,147120000.0,28290000.0,0.52,1.2,nan,318140000.0,7.75,21570000.0,4.07,4.18,12.92,99340000.0,79360000.0,1.55,41080000.0,nan,nan,nan,nan,nan,0.0
ACTG,Acacia Research Corporation,Miscellaneous,Multi-Sector Companies,n/a,2.54,128842000.00000001,nan,nan,nan,1.8,0.72,-0.51,-9.71,-76.22,-8.23,-1.63,-26.15,71780000.0,1.45,-15.8,49370000.0,3780000.0,-1.102,-1.375,nan,164900000.0,3.29,nan,nan,9.17,3.59,-54780000.0,-1570000.0,0.21,50130000.0,nan,nan,0.12,4.96,nan,0.0
ACHC,"Acadia Healthcare Company, Inc.",Health Care,Medical Specialities,n/a,28.58,2560000000.0,nan,11.9,2.08,0.84,1.05,2.09,11.42,-6.8,13.05,3.75,-8.08,3050000000.0,34.92,3.1,1230000000.0,559480000.0,-2.38,1.0517,-18.2,43540000.0,0.49,3820000000.0,155.44,1.1,27.64,325450000.0,-20970000.0,0.82,88520000.0,nan,nan,nan,nan,nan,0.0
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,1985,39.93,5849000000.0,nan,-29.76,-0.82,22.15,15.04,20.42,-19.95,-101.45,-103.5,-44.03,-81.96,264040000.00000003,1.94,45.8,18310000.0,-270260000.0,-1.97,0.8444,nan,381890000.0,2.64,11150000.0,2.87,6.85,2.69,-183930000.0,-89960000.0,1.8,144490000.0,nan,nan,nan,nan,nan,0.0
ACST,"Acasti Pharma, Inc.",Health Care,Major Pharmaceuticals,n/a,2.13,182098000.0,nan,-6.09,nan,nan,nan,nan,nan,0.0,0.0,-83.31,-1006.68,nan,nan,nan,nan,nan,-1.224,1.2917,nan,nan,nan,nan,52.34,1.61,-0.3,nan,nan,1.39,84820000.0,nan,nan,nan,nan,nan,0.0
AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,18.13,989378000.0,nan,-12.09,-0.39,146.92,38.01,144.59,-13.28,0.0,-1129.14,-25.22,-143.64,6730000.0,0.12,6.7,2480000.0,-73320000.0,-1.6,0.9744,nan,137820000.0,2.53,125290000.0,481.8,19.99,0.48,-65900000.00000001,-30340000.0,3.35,54570000.0,nan,nan,nan,nan,nan,0.0
XLRN,Acceleron Pharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,38.9,2027000000.0000002,nan,-21.32,nan,54.03,4.05,43.75,-13.13,0.0,-343.3,-17.84,-28.72,37520000.0,0.76,650.8,-17160000.0,-124990000.0,-2.44,1.1333,nan,430760000.0,8.15,29150000.0,5.83,17.11,9.48,-89630000.0,-52290000.0,0.83,52830000.0,nan,nan,nan,nan,nan,0.0
ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments,2007,2.63,229056000.0,nan,-43.0,0.06,0.55,4.58,0.75,30.43,-3.92,0.5,0.32,-33.36,418780000.0,4.79,3.2,164150000.0,10370000.0,-0.188,-2.0,nan,76800000.0,0.87,159840000.0,320.52,1.79,0.56,-29640000.0,-29900000.0,1.85,88780000.0,nan,nan,nan,nan,nan,0.0
ACRX,"AcelRx Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2011,2.07,167609000.0,nan,-3.01,nan,76.32,nan,46.65,-2.28,0.0,-2093.99,-31.98,nan,2200000.0,0.03,15.0,-14960000.0,-44970000.0,-0.711,0.7273,nan,91550000.0,1.15,28770000.0,nan,11.69,-0.23,-40850000.0,-28810000.0,1.92,79440000.0,nan,nan,nan,nan,nan,0.0
ACER,Acer Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,2.88,29175000.0,nan,-2.47,nan,nan,1.06,nan,-0.19,0.0,0.0,-77.25,-151.27,nan,nan,nan,nan,-30600000.0,-3.195,1.3974,nan,23490000.0,2.33,nan,1.95,4.92,2.73,-27480000.0,-15440000.0,1.69,10100000.0,nan,nan,nan,nan,nan,0.0
ACHV,"Achieve Life Sciences, Inc. ",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,1.58,12552000.0,nan,-1.05,nan,nan,1.09,nan,-0.16,0.0,0.0,-61.09,-117.4,nan,nan,nan,nan,-16350000.000000002,-2.606,0.8929,nan,10450000.0,1.29,nan,3.64,3.62,1.42,-15250000.0,-9110000.0,1.56,8100000.0,nan,nan,nan,nan,nan,0.0
ACHN,"Achillion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2006,3.61,501498000.0,nan,-4.66,-0.35,nan,2.15,nan,-3.56,0.0,0.0,-17.34,-26.94,nan,nan,nan,-50120000.0,-75300000.0,-0.511,1.0,nan,233370000.0,1.67,1370000.0,0.59,14.64,1.67,-56510000.0,-31650000.0,1.61,139690000.0,nan,nan,nan,nan,nan,0.0
ACIW,"ACI Worldwide, Inc.",Technology,Computer Software: Prepackaged Software,n/a,30.76,3569000000.0,43.38,25.7,2.88,3.34,3.39,4.6,28.26,7.73,11.95,2.95,8.3,1070000000.0000001,9.18,26.6,579430000.0,173930000.0,0.7,-0.5,nan,139400000.0,1.19,1470000000.0,140.01,1.29,9.02,169690000.0,73930000.0,1.11,116710000.0,nan,nan,nan,nan,nan,0.0
ACRS,"Aclaris Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,1.15,49228000.0,nan,-0.74,0.0,3.04,0.36,-1.95,0.24,0.0,-863.85,-41.75,-101.94,16200000.0,0.43,59.5,3240000.0,-134350000.0,-4.168,1.5921,nan,115520000.0,2.79,35880000.0,26.15,3.23,3.32,-109800000.0,-57140000.0,0.89,41370000.0,nan,nan,nan,nan,nan,0.0
ACMR,"ACM Research, Inc.",Technology,Industrial Machinery/Components,2017,13.39,240922000.0,19.61,16.15,0.96,2.58,3.57,2.22,15.28,13.16,13.85,7.78,23.37,93520000.0,5.84,39.0,34450000.0,13590000.0,0.68,2.1667,34.1,27580000.0,1.71,19660000.0,32.92,2.03,3.71,6420000.0,3420000.0,nan,16309999.999999998,nan,nan,nan,nan,nan,0.0
ACOR,"Acorda Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2006,2.87,128448000.00000001,nan,-0.91,-0.04,0.42,0.23,0.73,-13.67,-25.94,-11.78,-1.84,-13.79,306160000.0,6.45,-67.4,372120000.0,-16360000.0,-1.674,0.5189,nan,296890000.0,6.18,383040000.0,70.3,3.81,11.47,-26550000.0,-55620000.0,1.55,48110000.0,nan,nan,nan,nan,nan,0.0
ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,n/a,52.93,41182000000.0,24.52,21.14,3.94,5.79,3.44,5.52,16.63,23.69,27.47,6.89,15.1,7110000000.0,9.3,-14.9,4980000000.0,2360000000.0,2.19,1.4615,-18.4,4670000000.0,6.09,2960000000.0,24.73,3.45,15.62,1860000000.0,1780000000.0,0.94,767030000.0,0.37,0.69,0.37,0.69,0.67,16.89
ADMS,"Adamas Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,3.53,95533000.0,nan,-1.36,-0.03,1.98,2.23,1.38,-0.66,-241.41,-212.17,-26.88,-125.84,48280000.0,1.76,67.8,33409999.999999996,-101030000.0,-4.252,0.9184,nan,168650000.0,6.07,133120000.0,311.74,7.27,1.54,-90650000.0,-64550000.0,2.5,27770000.0,nan,nan,nan,nan,nan,0.0
ADMP,Adamis Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,n/a,0.64,33177000.0,nan,-2.0,nan,1.78,0.76,2.11,-1.1,-205.33,-208.27,-56.19,-129.4,18660000.0,0.41,47.0,5290000.0,-35850000.0,-0.831,1.2308,nan,4090000.0,0.07,4490000.0,13.27,1.04,0.71,-32950000.000000004,-20100000.0,1.9,61440000.0,nan,nan,nan,nan,nan,0.0
ADAP,Adaptimmune Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,1.06,113537000.0,nan,-1.05,-0.99,2.68,0.61,0.14,-0.07,-234.35,-222.45,-26.17,-56.48,42430000.0,0.41,-98.3,-38760000.0,-86400000.0,-0.967,1.1818,nan,133410000.0,1.27,26000000.0,13.91,6.19,1.78,-92120000.0,-65680000.00000001,2.1,105130000.0,nan,nan,nan,nan,nan,0.0
ADUS,Addus HomeCare Corporation,Health Care,Medical/Nursing Services,2009,81.08,1261000000.0,58.1,27.56,2.27,2.23,3.7,1.87,25.55,3.3,5.72,5.38,7.8,566060000.0,44.22,14.0,138000000.0,41480000.0,1.41,1.037,27.8,54790000.0,4.19,55960000.0,19.34,2.84,22.15,8960000.0,-1820000.0,0.3,13220000.0,nan,nan,nan,nan,nan,0.0
AEY,"ADDvantage Technologies Group, Inc.",Consumer Services,Office Equipment/Supplies/Services,n/a,1.95,19997000.0,nan,nan,nan,0.31,0.65,0.28,-11.59,-13.52,-5.08,-4.53,-22.17,63540000.0,6.14,128.8,11220000.0,-1560000.0,-0.833,nan,nan,2670000.0,0.26,nan,2.42,2.31,2.99,-2190000.0,8980000.0,-0.0,10360000.0,nan,nan,nan,nan,nan,0.0
IOTS,Adesto Technologies Corporation,Technology,Semiconductors,2015,8.38,248837000.0,nan,29.55,-27.93,2.3,4.52,2.59,-45.02,-24.61,-14.21,-8.07,-60.85,108270000.0,3.7,65.8,36060000.0,-6240000.0,-0.91,0.75,nan,7190000.0,0.24,35990000.0,66.0,1.14,1.83,-11550000.0,-4320000.0,1.04,30070000.0,nan,nan,nan,nan,nan,0.0
ADIL,"Adial Pharmaceuticals, Inc",Health Care,Major Pharmaceuticals,2018,1.4271,14749000.0,nan,nan,nan,nan,1.47,nan,-0.5,0.0,0.0,-107.06,-325.69,nan,nan,nan,nan,-9310000.0,-1.861,1.1667,nan,10250000.0,1.0,nan,nan,17.05,0.98,-4960000.0,-1930000.0,nan,10240000.0,nan,nan,nan,nan,nan,0.0
ADMA,ADMA Biologics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,3.86,231339000.0,nan,-5.27,nan,12.59,4.93,13.12,-4.63,0.0,-298.68,-26.28,-120.52,18380000.0,0.38,40.9,-25210000.0,-52100000.0,-1.243,0.8621,nan,73620000.0,1.24,84000000.0,179.08,10.26,0.79,-64250000.0,-42170000.0,2.48,59320000.0,nan,nan,nan,nan,nan,0.0
ADBE,Adobe Inc.,Technology,Computer Software: Prepackaged Software,1986,274.06,133112000000.0,48.93,28.35,1.67,12.51,13.02,12.52,37.36,26.1,28.36,10.64,29.08,10640000000.0,21.84,23.7,7840000000.0,3570000000.0,5.62,1.0406,19.0,3650000000.0,7.54,4139999999.9999995,40.39,0.74,21.12,4150000000.0000005,2850000000.0,1.11,484080000.0,nan,nan,nan,nan,nan,0.0
ADOM,"ADOMANI, Inc.",Capital Goods,Auto Parts:O.E.M.,2017,0.0839,7289000.0,nan,-2.5,nan,0.85,1.35,0.3,-0.49,-64.22,-61.84,-25.22,-73.13,8610000.0,0.12,489.8,nan,-5270000.0,-0.076,1.0,nan,7850000.0,0.11,4300000.0,79.32,1.65,0.07,-2610000.0,nan,1.66,72890000.0,nan,nan,nan,nan,nan,0.0
ADTN,"ADTRAN, Inc.",Public Utilities,Telecommunications Equipment,1994,8.63,421350000.0,107.44,48.94,27.9,0.73,0.94,0.72,340.56,0.67,-2.76,-1.57,0.86,580600000.0,12.16,22.1,203560000.0,1230000.0,0.08,1.75,nan,137700000.0,2.88,34460000.0,7.73,2.64,9.33,13530000.0,-4670000.0,1.7,47830000.0,0.36,3.3,0.36,3.3,2.11,450.0
ADRO,"Aduro Biotech, Inc.",Health Care,Major Pharmaceuticals,2015,0.9987,84147000.0,nan,-1.27,-0.11,5.75,0.83,-9.1,1.52,0.0,-633.3,-15.75,-65.93,14650000.0,0.18,85.2,-60750000.0,-87830000.0,-1.15,1.2778,nan,251630000.0,3.14,34230000.0,33.87,8.44,1.26,-51400000.0,-31240000.0,0.32,80140000.0,nan,nan,nan,nan,nan,0.0
ADES,"Advanced Emissions Solutions, Inc.",Basic Industries,Major Chemicals,n/a,13.36,247831000.0,7.28,2.77,0.09,4.89,2.24,5.72,55.11,69.1,3.68,0.86,37.18,50680000.0,2.68,264.5,18690000.0,5260000.0,1.83,0.5946,-46.9,15420000.0,0.85,63780000.0,59.19,1.23,5.95,24130000.0,-17670000.0,0.03,18580000.0,1.0,7.61,1.0,7.51,nan,53.76
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components,1995,54.25,2065999999.9999998,20.57,16.3,2.75,3.43,3.15,2.93,15.75,16.8,15.94,7.06,14.88,602800000.0,15.68,-31.2,367500000.0,112140000.0,2.62,1.3235,-31.7,359820000.0,9.39,53990000.0,8.23,5.84,17.11,82230000.0,49800000.0,1.81,38310000.0,nan,nan,nan,nan,nan,0.0
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,n/a,28.52,31255000000.0,156.8,26.77,1.26,5.32,16.22,5.28,61.85,3.25,5.45,4.34,13.74,5870000000.0,5.71,-12.8,2490000000.0,502000000.0,0.18,1.0,-69.8,1130000000.0,1.04,1280000000.0,67.33,2.08,1.75,13000000.0,-58380000.0,3.15,1090000000.0,nan,nan,nan,nan,nan,0.0
ADXS,"Advaxis, Inc.",Health Care,Major Pharmaceuticals,n/a,0.39,8327000.0,nan,-0.22,nan,0.38,0.13,-1.44,1.19,-113.67,-127.9,-30.03,-60.59,22010000.0,3.6,-99.5,6060000.0,-26630000.0,-4.094,0.7273,nan,41760000.0,1.69,nan,nan,8.02,2.56,-40230000.0,-16570000.0,4.23,18670000.0,nan,nan,nan,nan,nan,0.0
ADVM,"Adverum Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,5.16,333254000.0,nan,-4.62,nan,369.05,1.87,197.27,-2.98,0.0,-6781.95,-16.77,-32.13,nan,0.01,nan,-48520000.0,-59740000.0,-1.05,0.7931,nan,177640000.0,2.76,25750000.0,14.48,17.79,2.76,-54440000.0,-37290000.0,2.32,64459999.99999999,nan,nan,nan,nan,nan,0.0
AEGN,Aegion Corp,Basic Industries,Water Supply,n/a,20.47,636116000.0,nan,14.81,1.09,0.5,1.49,0.76,10.4,-1.21,4.4,3.34,-3.18,1270000000.0,39.84,-4.9,268810000.0,92490000.0,-0.48,1.1212,nan,51340000.0,1.66,378610000.0,87.23,1.96,13.82,43650000.0,87650000.0,2.26,30890000.0,nan,nan,nan,nan,nan,0.0
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Major Pharmaceuticals,2016,7.38,219530000.0,nan,-3.82,nan,nan,2.2,nan,-1.75,0.0,0.0,-40.46,-71.65,nan,0.0,nan,-32830000.0,-63470000.0,-2.3,1.1224,nan,105540000.0,3.65,5210000.0,5.24,8.44,3.45,-47890000.0,-26380000.0,1.14,28890000.0,nan,nan,nan,nan,nan,0.0
AEHR,Aehr Test Systems,Capital Goods,Electrical Products,1997,1.75,38171000.0,nan,nan,0.87,1.75,2.49,1.66,-12.81,-18.92,-14.93,-7.85,-24.74,21850000.0,0.97,16.7,7600000.0,-2830000.0,-0.184,0.5,nan,5270000.0,0.23,2089999.9999999998,13.65,4.03,0.67,nan,nan,1.36,22720000.0,nan,nan,nan,nan,nan,0.0
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals,n/a,1.15,22627000.0,nan,-0.98,nan,0.13,nan,1.22,-24.36,-22.7,-7.63,-9.05,nan,175990000.0,8.65,12.4,5410000.0,-8820000.0,-1.964,1.4318,nan,nan,0.02,199340000.0,nan,0.18,-6.52,-5130000.0,-2680000.0,-0.9,20570000.0,nan,nan,nan,nan,nan,0.0
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,17.98,814043000.0,nan,-17.54,nan,16.8,5.23,15.17,-3.69,0.0,-428.3,-44.18,-132.31,48450000.0,1.08,553.5,-3000000.0,-199220000.0,-5.17,0.9302,nan,109360000.0,2.38,18730000.0,12.03,2.52,3.39,-159890000.0,-103200000.0,0.75,45940000.0,nan,nan,nan,nan,nan,0.0
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace,2007,54.85,1317000000.0,35.66,30.34,1.07,4.07,2.71,3.12,19.77,11.52,13.28,5.29,8.42,323140000.0,13.63,11.4,128400000.0,50920000.0,1.54,2.1143,-37.4,300730000.0,12.66,10370000.0,2.15,10.56,20.27,23950000.0,-1190000.0,0.83,23980000.0,nan,nan,nan,nan,nan,0.0
ARPO,"Aerpio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.61,24150000.0,nan,-1.01,nan,1.28,0.53,-1.32,2.16,-59.27,-61.48,-12.14,-23.83,18820000.0,0.46,nan,20160000.0,-11520000.0,-0.275,0.875,nan,48160000.0,1.19,nan,1.05,13.57,1.13,-26630000.0,-22960000.0,2.53,40590000.0,nan,nan,nan,nan,nan,0.0
AEZS,AEterna Zentaris Inc.,Health Care,Major Pharmaceuticals,n/a,0.9459,18279000.0,nan,-1.43,nan,8.0,nan,2.93,-0.58,0.0,-505.21,-27.56,-380.75,2290000.0,0.14,15.5,24780000.0,-11510000.0,-0.748,-0.0714,nan,9680000.0,0.58,1420000.0,nan,1.68,-0.18,-10290000.0,-5110000.0,1.2,19950000.0,nan,nan,nan,nan,nan,0.0
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,0.25,5021000.0,nan,-1.26,nan,45.65,4.2,30.93,-0.57,0.0,-5450.27,-79.84,-232.81,nan,0.01,-79.9,nan,-5970000.0,-0.386,1.125,nan,2490000.0,0.13,1100000.0,108.32,1.47,0.06,-4720000.0,-1930000.0,-0.1,19940000.0,nan,nan,nan,nan,nan,0.0
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.1437,8873000.0,nan,-0.21,nan,nan,27.4,nan,-0.24,0.0,0.0,-115.85,-286.25,nan,nan,nan,nan,-22430000.0,-0.349,1.0455,nan,3440000.0,0.05,nan,nan,1.09,0.0,-20840000.0,-12530000.0,1.27,64769999.99999999,nan,nan,nan,nan,nan,0.0
AFMD,Affimed N.V.,Health Care,Major Pharmaceuticals,2014,2.64,165467000.0,nan,-5.89,nan,nan,3.96,nan,nan,-30.58,0.0,-10.18,-29.36,nan,nan,2572.0,23750000.0,nan,-0.717,1.3571,nan,nan,nan,nan,13.69,3.48,0.67,nan,nan,2.24,62440000.0,nan,nan,nan,nan,nan,0.0
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000,2.64,358387000.0,nan,-1.85,nan,3.12,nan,2.49,-4.02,-98.39,-67.5,-28.62,nan,114860000.0,0.92,-1.1,-87820000.0,-71030000.0,-0.906,1.1515,nan,121720000.0,0.89,22530000.0,nan,1.14,-1.14,-19430000.0,2460000.0,1.41,137310000.0,nan,nan,nan,nan,nan,0.0
AGRX,"Agile Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,1.15,67010999.99999999,nan,-4.19,nan,nan,2.19,nan,-2.79,0.0,0.0,-30.46,-63.89,nan,nan,nan,nan,-14900000.0,-0.42,0.7273,nan,10590000.0,0.24,nan,1.08,6.07,0.52,-14330000.0,-8260000.0,-0.5,59300000.0,nan,nan,nan,nan,nan,0.0
AGYS,"Agilysys, Inc.",Technology,EDP Services,n/a,26.56,625386000.0,nan,-660.38,-11.61,4.31,6.14,4.1,-61.67,-8.95,-8.25,-4.54,-12.4,145220000.0,6.3,12.9,73880000.0,-9660000.0,-0.56,0.375,nan,37230000.0,1.6,15800000.0,15.81,1.37,4.3,6690000.0,9410000.0,0.55,23680000.0,nan,nan,nan,nan,nan,0.0
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,31.46,1869000000.0,nan,-4.66,-0.11,18.38,3.51,14.48,-3.69,0.0,-400.22,-28.54,-57.44,101660000.0,1.74,-35.1,-248330000.0,-399110000.0,-6.67,1.1,nan,495390000.0,8.43,116470000.0,21.86,5.96,9.07,-329450000.0,-178210000.0,2.36,58750000.0,nan,nan,nan,nan,nan,0.0
