Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
ADTN,"ADTRAN, Inc.",Public Utilities,Telecommunications Equipment,1994,9.78,460567000.0,117.44,120.38,38.77,0.79,1.03,0.61,289.77,0.67,-2.76,-1.57,0.86,580600000.0,12.16,22.1,203560000.0,1230000.0,0.08,1.75,nan,137700000.0,2.88,34460000.0,7.73,2.64,9.33,13530000.0,-4670000.0,1.7,47830000.0,0.36,3.75,0.36,3.67,2.11,450.0
ADRO,"Aduro Biotech, Inc.",Health Care,Major Pharmaceuticals,2015,1.07,80942000.0,nan,-1.22,-0.12,5.53,0.8,-9.21,1.53,0.0,-633.3,-15.75,-65.93,14650000.0,0.18,85.2,-60750000.0,-87830000.0,-1.15,1.2778,nan,251630000.0,3.14,34230000.0,33.87,8.44,1.26,-51400000.0,-31240000.0,0.32,80140000.0,nan,nan,nan,nan,nan,0.0
ADES,"Advanced Emissions Solutions, Inc.",Basic Industries,Major Chemicals,n/a,13.81,258791999.99999997,7.6,2.9,0.09,5.11,2.34,5.92,57.08,69.1,3.68,0.86,37.18,50680000.0,2.68,264.5,18690000.0,5260000.0,1.83,0.5946,-46.9,15420000.0,0.85,63780000.0,59.19,1.23,5.95,24130000.0,-17670000.0,0.03,18580000.0,1.0,7.16,1.0,7.2,nan,53.76
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components,1995,53.73,2037000000.0,20.28,16.67,2.71,3.38,3.11,2.84,15.27,16.8,15.94,7.06,14.88,602800000.0,15.68,-31.2,367500000.0,112140000.0,2.62,1.3235,-31.7,359820000.0,9.39,53990000.0,8.23,5.84,17.11,82230000.0,49800000.0,1.81,38310000.0,nan,nan,nan,nan,nan,0.0
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,n/a,31.06,34107000000.0,171.1,29.22,1.38,5.81,17.7,5.72,66.93,3.25,5.45,4.34,13.74,5870000000.0,5.71,-12.8,2490000000.0,502000000.0,0.18,1.0,-69.8,1130000000.0,1.04,1280000000.0,67.33,2.08,1.75,13000000.0,-58380000.0,3.15,1090000000.0,nan,nan,nan,nan,nan,0.0
ADXS,"Advaxis, Inc.",Health Care,Major Pharmaceuticals,n/a,0.3297,8649000.0,nan,-0.23,nan,0.39,0.14,-1.55,1.28,-113.67,-127.9,-30.03,-60.59,22010000.0,3.6,-99.5,6060000.0,-26630000.0,-4.094,0.7273,nan,41760000.0,1.69,nan,nan,8.02,2.56,-40230000.0,-16570000.0,4.23,18670000.0,nan,nan,nan,nan,nan,0.0
ADVM,"Adverum Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,7.02,446058000.0,nan,-6.23,nan,493.97,2.51,320.76,-4.85,0.0,-6781.95,-16.77,-32.13,nan,0.01,nan,-48520000.0,-59740000.0,-1.05,0.7931,nan,177640000.0,2.76,25750000.0,14.48,17.79,2.76,-54440000.0,-37290000.0,2.32,64459999.99999999,nan,nan,nan,nan,nan,0.0
AEGN,Aegion Corp,Basic Industries,Water Supply,n/a,21.64,661604000.0,nan,15.41,1.18,0.52,1.55,0.78,10.76,-1.21,4.4,3.34,-3.18,1270000000.0,39.84,-4.9,268810000.0,92490000.0,-0.48,1.1212,nan,51340000.0,1.66,378610000.0,87.23,1.96,13.82,43650000.0,87650000.0,2.26,30890000.0,nan,nan,nan,nan,nan,0.0
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Major Pharmaceuticals,2016,7.81,225885000.0,nan,-3.93,nan,nan,2.26,nan,-1.96,0.0,0.0,-40.46,-71.65,nan,0.0,nan,-32830000.0,-63470000.0,-2.3,1.1224,nan,105540000.0,3.65,5210000.0,5.24,8.44,3.45,-47890000.0,-26380000.0,1.14,28890000.0,nan,nan,nan,nan,nan,0.0
AEHR,Aehr Test Systems,Capital Goods,Electrical Products,1997,1.8226,42071000.0,nan,nan,0.92,1.93,2.74,1.82,-13.95,-18.92,-14.93,-7.85,-24.74,21850000.0,0.97,16.7,7600000.0,-2850000.0,-0.184,0.5,nan,5270000.0,0.23,2690000.0,17.61,4.03,0.67,-4860000.0,-2690000.0,1.36,22740000.0,nan,nan,nan,nan,nan,0.0
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals,n/a,1.08,21804000.0,nan,-0.95,nan,0.12,nan,1.23,-24.54,-22.7,-7.63,-9.05,nan,175990000.0,8.65,12.4,5410000.0,-8820000.0,-1.964,1.4318,nan,nan,0.02,199340000.0,nan,0.18,-6.52,-5130000.0,-2680000.0,-0.9,20570000.0,nan,nan,nan,nan,nan,0.0
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,21.02,942213000.0,nan,-18.48,nan,19.45,6.05,17.83,-4.34,0.0,-428.3,-44.18,-132.31,48450000.0,1.08,553.5,-3000000.0,-199220000.0,-5.17,0.9302,nan,109360000.0,2.38,18730000.0,12.03,2.52,3.39,-159890000.0,-103200000.0,0.75,45940000.0,nan,nan,nan,nan,nan,0.0
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace,2007,58.23,1387000000.0,37.56,31.96,1.16,4.29,2.85,3.45,21.9,11.52,13.28,5.29,8.42,323140000.0,13.63,11.4,128400000.0,50920000.0,1.54,2.1143,-37.4,300730000.0,12.66,10370000.0,2.15,10.56,20.27,23950000.0,-1190000.0,0.83,23980000.0,nan,nan,nan,nan,nan,0.0
ARPO,"Aerpio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.5,18752000.0,nan,-0.78,nan,1.0,0.41,-1.43,2.34,-59.27,-61.48,-12.14,-23.83,18820000.0,0.46,nan,20160000.0,-11520000.0,-0.275,0.875,nan,48160000.0,1.19,nan,1.05,13.57,1.13,-26630000.0,-22960000.0,2.53,40590000.0,nan,nan,nan,nan,nan,0.0
AEZS,AEterna Zentaris Inc.,Health Care,Major Pharmaceuticals,n/a,0.999,21312000.0,nan,-1.67,nan,9.32,nan,2.79,-0.55,0.0,-505.21,-27.56,-380.75,2290000.0,0.14,15.5,24780000.0,-11510000.0,-0.748,-0.0714,nan,9680000.0,0.58,1420000.0,nan,1.68,-0.18,-10290000.0,-5110000.0,1.2,19950000.0,nan,nan,nan,nan,nan,0.0
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,4.55,96714000.0,nan,-24.25,nan,879.22,80.83,32.77,-0.6,0.0,-5450.27,-79.84,-232.81,nan,0.01,-79.9,nan,-5970000.0,-0.386,1.125,nan,2490000.0,0.13,1100000.0,108.32,1.47,0.06,-4720000.0,-1930000.0,-0.1,19940000.0,nan,nan,nan,nan,nan,0.0
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.129,8795000.0,nan,-0.21,nan,nan,27.16,nan,-0.21,0.0,0.0,-115.85,-286.25,nan,nan,nan,nan,-22430000.0,-0.349,1.0455,nan,3440000.0,0.05,nan,nan,1.09,0.0,-20840000.0,-12530000.0,1.27,64769999.99999999,nan,nan,nan,nan,nan,0.0
AFMD,Affimed N.V.,Health Care,Major Pharmaceuticals,2014,3.02,179828000.0,nan,-6.4,nan,nan,4.3,nan,nan,-30.58,0.0,-10.18,-29.36,nan,nan,2572.0,23750000.0,nan,-0.717,1.3571,nan,nan,nan,nan,13.69,3.48,0.67,nan,nan,2.24,62440000.0,nan,nan,nan,nan,nan,0.0
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000,2.66,359760000.0,nan,-1.62,nan,3.13,nan,2.44,-3.95,-98.39,-67.5,-28.62,nan,114860000.0,0.92,-1.1,-87820000.0,-71030000.0,-0.906,1.1515,nan,121720000.0,0.89,22530000.0,nan,1.14,-1.14,-19430000.0,2460000.0,1.41,137310000.0,nan,nan,nan,nan,nan,0.0
AGRX,"Agile Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,1.19,69976000.0,nan,-4.37,nan,nan,2.28,nan,-3.03,0.0,0.0,-30.46,-63.89,nan,nan,nan,nan,-14900000.0,-0.42,0.7273,nan,10590000.0,0.24,nan,1.08,6.07,0.52,-14330000.0,-8260000.0,-0.5,59300000.0,nan,nan,nan,nan,nan,0.0
AGYS,"Agilysys, Inc.",Technology,EDP Services,n/a,26.27,618638000.0,nan,-653.25,-11.73,4.26,6.08,4.01,-60.21,-8.95,-8.25,-4.54,-12.4,145220000.0,6.3,12.9,73880000.0,-9660000.0,-0.56,0.375,nan,37230000.0,1.6,15800000.0,15.81,1.37,4.3,6690000.0,9410000.0,0.55,23680000.0,nan,nan,nan,nan,nan,0.0
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,33.42,1943000000.0,nan,-4.84,-0.12,19.11,3.65,15.77,-4.02,0.0,-400.22,-28.54,-57.44,101660000.0,1.74,-35.1,-248330000.0,-399110000.0,-6.67,1.1,nan,495390000.0,8.43,116470000.0,21.86,5.96,9.07,-329450000.0,-178210000.0,2.36,58750000.0,nan,nan,nan,nan,nan,0.0
