Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
ADXS,"Advaxis, Inc.",Health Care,Major Pharmaceuticals,n/a,0.32,7599000.0,nan,-0.2,nan,0.35,0.12,-1.54,1.27,-113.67,-127.9,-30.03,-60.59,22010000.0,3.6,-99.5,6060000.0,-26630000.0,-4.094,0.7273,nan,41760000.0,1.69,nan,nan,8.02,2.56,-40230000.0,-16570000.0,4.29,18670000.0,nan,nan,nan,nan,nan,0.0
ADVM,"Adverum Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,7.99,535530999.99999994,nan,-7.33,nan,593.06,2.95,402.86,-6.09,0.0,-6781.95,-16.77,-32.13,nan,0.01,nan,-48520000.0,-59740000.0,-1.05,0.9615,nan,177640000.0,2.76,25750000.0,14.48,17.79,2.76,-54440000.0,-37290000.0,2.55,64459999.99999999,nan,nan,nan,nan,nan,0.0
AEGN,Aegion Corp,Basic Industries,Water Supply,n/a,22.18,657708000.0,nan,15.37,1.19,0.53,1.57,0.81,11.5,-0.71,4.08,3.12,-1.85,1240000000.0,39.32,-9.1,268810000.0,87230000.0,-0.28,1.0,nan,51980000.0,1.69,372540000.0,84.97,1.99,14.02,57300000.0,30240000.0,2.28,30760000.0,nan,nan,nan,nan,nan,0.0
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Major Pharmaceuticals,2016,8.15,220216000.0,nan,-3.78,nan,nan,2.28,nan,-2.0,0.0,0.0,-40.46,-71.65,nan,0.0,nan,-32830000.0,-63470000.0,-2.3,1.2222,nan,105540000.0,3.65,5210000.0,5.24,8.44,3.45,-47890000.0,-26380000.0,1.01,28890000.0,nan,nan,nan,nan,nan,0.0
AEHR,Aehr Test Systems,Capital Goods,Electrical Products,1997,1.62,37263000.0,nan,nan,0.92,1.71,2.45,1.65,-12.67,-18.92,-14.93,-7.85,-24.74,21850000.0,0.97,16.7,7600000.0,-2850000.0,-0.184,0.5,nan,5270000.0,0.23,2690000.0,17.61,4.03,0.67,-4860000.0,-2690000.0,1.45,22740000.0,nan,nan,nan,nan,nan,0.0
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals,n/a,1.0,19935000.0,nan,-0.85,nan,0.11,nan,1.2,-24.01,-22.7,-7.63,-9.05,nan,175990000.0,8.65,12.4,5410000.0,-8820000.0,-1.964,1.4318,nan,nan,0.02,199340000.0,nan,0.18,-6.52,-5130000.0,-2680000.0,-0.49,20570000.0,nan,nan,nan,nan,nan,0.0
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,19.02,848956000.0,nan,-13.2,nan,14.22,4.01,15.81,-5.37,0.0,-317.45,-30.04,-82.04,59690000.0,1.32,154.0,-3000000.0,-175640000.0,-4.33,1.075,nan,340780000.0,7.5,201590000.0,96.36,5.43,4.6,nan,nan,nan,45940000.0,nan,nan,nan,nan,nan,0.0
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace,2007,60.54,1485000000.0,39.22,33.37,1.18,4.59,2.98,3.51,22.26,11.52,13.28,5.29,8.42,323140000.0,13.63,11.4,128400000.0,50920000.0,1.54,2.1143,-37.4,300730000.0,12.66,10370000.0,2.15,10.56,20.27,23950000.0,-1190000.0,1.14,23980000.0,nan,nan,nan,nan,nan,0.0
ARPO,"Aerpio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.5401,21184000.0,nan,-1.06,nan,1.13,0.48,-1.34,2.18,-59.27,-61.48,-12.14,-23.83,18820000.0,0.46,nan,20160000.0,-11520000.0,-0.275,0.9167,nan,48160000.0,1.19,nan,1.05,13.57,1.13,-26630000.0,-22960000.0,2.47,40590000.0,nan,nan,nan,nan,nan,0.0
AEZS,AEterna Zentaris Inc.,Health Care,Major Pharmaceuticals,n/a,1.03,21816000.0,nan,-1.59,nan,9.54,nan,3.8,-0.76,0.0,-505.21,-27.56,-380.75,2290000.0,0.14,15.5,24780000.0,-11510000.0,-0.748,-0.0714,nan,9680000.0,0.58,1420000.0,nan,1.68,-0.18,-10290000.0,-5110000.0,1.23,19950000.0,nan,nan,nan,nan,nan,0.0
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,3.6,4848000.0,nan,-1.15,nan,44.07,30.36,34.73,-0.6,0.0,-5773.22,-121.12,-368.97,nan,0.09,nan,nan,-6330000.0,-5.88,1.1727,nan,nan,0.59,nan,906.95,0.77,0.11,nan,nan,-0.01,1440000.0,nan,nan,nan,nan,nan,0.0
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.14,8924000.0,nan,-0.19,nan,nan,25.56,nan,-0.23,0.0,0.0,-115.85,-286.25,nan,nan,nan,nan,-22430000.0,-0.349,1.0455,nan,3440000.0,0.05,nan,nan,1.09,0.0,-20840000.0,-12530000.0,0.65,64769999.99999999,nan,nan,nan,nan,nan,0.0
AFMD,Affimed N.V.,Health Care,Major Pharmaceuticals,2014,3.05,181048000.0,nan,-6.42,nan,nan,4.32,nan,nan,-30.58,0.0,-10.18,-29.36,nan,nan,2572.0,23750000.0,nan,-0.717,1.3571,nan,nan,nan,nan,13.69,3.48,0.67,nan,nan,2.05,62440000.0,nan,nan,nan,nan,nan,0.0
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000,3.61,603242000.0,nan,-2.54,nan,4.94,nan,3.52,-5.38,-104.27,-70.87,nan,nan,122000000.0,0.91,55.8,-87820000.0,-79870000.0,-0.954,0.8684,nan,121720000.0,0.89,22530000.0,nan,nan,-1.14,nan,nan,1.11,137310000.0,nan,nan,nan,nan,nan,0.0
AGRX,"Agile Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,2.2,91302000.0,nan,-5.34,nan,nan,3.77,nan,-7.99,0.0,0.0,-30.9,-59.53,nan,nan,nan,nan,-16050000.0,-0.387,1.0,nan,18370000.0,0.31,nan,0.66,10.39,0.54,-15550000.0,-9340000.0,0.41,59300000.0,nan,nan,nan,nan,nan,0.0
AGYS,"Agilysys, Inc.",Technology,EDP Services,n/a,23.8,537640000.0,nan,-195.67,-7.83,3.54,5.55,3.44,-56.81,-7.99,-7.56,-4.51,-11.81,151740000.0,6.57,19.1,73880000.0,-9180000.0,-0.52,1.25,nan,38910000.0,1.67,14860000.0,15.11,1.38,4.23,11220000.0,13790000.0,0.43,23660000.0,nan,nan,nan,nan,nan,0.0
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,31.78,1967000000.0,nan,-5.02,-0.12,17.49,4.44,14.69,-4.04,0.0,-370.5,-32.01,-66.35,112480000.0,1.92,71.2,-248330000.0,-408720000.0,-6.85,1.0056,nan,451900000.0,7.67,115390000.0,25.74,5.3,7.61,-351200000.0,-197620000.0,2.22,58750000.0,nan,nan,nan,nan,nan,0.0
