Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
ABEO,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,2.28,118678000.0,nan,-1.55,nan,246.22,1.23,163.76,-1.1,0.0,-16325.52,-32.42,-62.79,nan,0.01,nan,-35700000.0,-71550000.0,-1.59,0.7955,nan,47920000.0,0.94,8180000.0,8.51,2.45,1.88,-65540000.00000001,-43240000.0,2.01,51150000.0,nan,nan,nan,nan,nan,0.0
ABIL,Ability Inc.,Consumer Durables,Telecommunications Equipment,2014,0.34,2717000.0,nan,nan,nan,5.04,0.6,-14.48,0.81,0.0,-1886.83,-28.01,-492.22,nan,0.18,-94.8,-1100000.0,-9690000.0,-3.446,-1.6667,nan,9860000.0,1.56,nan,nan,1.12,0.56,-5090000.0,-1270000.0,0.31,8039999.999999999,nan,nan,nan,nan,nan,0.0
ABMD,"ABIOMED, Inc.",Health Care,Medical/Dental Instruments,n/a,221.82,10080000000.0,46.6,45.19,2.12,12.29,10.19,11.76,36.38,26.92,30.28,15.44,24.75,820280000.0,18.16,12.8,639870000.0,265220000.00000003,4.79,0.3011,-73.9,445320000.0,9.86,12700000.0,1.28,5.77,21.92,283890000.0,159590000.0,0.37,45160000.0,nan,nan,nan,nan,nan,0.0
AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas Production,n/a,0.3,53046000.0,0.89,2.25,1.46,0.39,0.31,1.8,2.02,43.17,51.71,10.76,41.93,136870000.0,0.82,-24.2,112840000.0,122180000.0,0.352,0.6667,859.0,7140000.0,0.04,201570000.0,117.49,0.74,1.03,74310000.0,-72320000.0,1.71,168400000.0,nan,nan,nan,nan,nan,0.0
ACIU,AC Immune SA,Health Care,Major Pharmaceuticals,2016,6.9,470234000.0,nan,-8.0,nan,nan,2.33,nan,nan,45.09,0.0,11.66,20.73,nan,nan,1349.5,-37080000.0,nan,-0.55,1.4706,nan,nan,nan,nan,0.86,22.08,2.99,nan,nan,nan,67560000.0,nan,nan,nan,nan,nan,0.0
ACIA,"Acacia Communications, Inc.",Technology,Semiconductors,2016,66.76,2768000000.0,101.02,30.08,-2.84,6.25,4.99,5.57,67.21,6.58,5.4,2.28,5.48,443120000.0,10.9,26.1,147120000.0,36700000.0,0.66,1.3636,85.3,322350000.0,7.81,20740000.0,3.74,3.91,13.43,95690000.0,74910000.0,1.73,41270000.0,nan,nan,nan,nan,nan,0.0
ACTG,Acacia Research Corporation,Miscellaneous,Multi-Sector Companies,n/a,3.04,148513000.0,nan,nan,nan,2.49,0.86,-0.32,38.51,-48.72,-10.2,-1.87,-15.48,59760000.0,1.2,-87.5,49370000.0,nan,-0.586,-1.375,nan,169330000.0,3.36,nan,nan,16.41,3.43,-52370000.0,1360000.0,0.6,50340000.0,nan,nan,0.12,4.18,nan,0.0
ACHC,"Acadia Healthcare Company, Inc.",Health Care,Medical Specialities,n/a,31.12,2789000000.0,nan,13.46,2.41,0.91,1.14,2.1,11.57,-6.89,12.92,3.74,-8.18,3070000000.0,35.07,2.1,1230000000.0,558380000.0,-2.41,0.9455,-7.9,92900000.0,1.05,3730000000.0,152.15,1.17,27.62,341430000.0,47230000.0,0.66,88520000.0,nan,nan,nan,nan,nan,0.0
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,1985,45.87,7101000000.0,nan,-35.46,-1.06,23.64,10.27,21.4,-25.25,-82.48,-85.71,-31.18,-54.28,300320000.0,2.12,62.2,18310000.0,-254510000.0,-1.75,0.725,nan,683850000.0,4.44,10270000.0,1.49,10.96,4.49,-160500000.0,-73020000.0,2.82,154020000.0,nan,nan,nan,nan,nan,0.0
ACST,"Acasti Pharma, Inc.",Health Care,Major Pharmaceuticals,n/a,2.1,166039000.0,nan,-5.83,nan,nan,nan,nan,nan,0.0,0.0,-92.81,nan,nan,nan,nan,nan,nan,-1.224,1.2917,nan,nan,nan,nan,nan,1.81,-0.3,nan,nan,nan,84820000.0,nan,nan,nan,nan,nan,0.0
AXDX,"Accelerate Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,15.82,878145000.0,nan,-10.79,-0.34,114.81,85.94,116.04,-12.39,0.0,-971.62,-26.7,-194.37,7650000.0,0.14,67.6,2480000.0,-71640000.0,-1.57,0.9737,nan,121920000.0,2.23,131320000.0,1284.96,21.93,0.19,-65250000.0,-31730000.0,2.71,54650000.0,nan,nan,nan,nan,nan,0.0
XLRN,Acceleron Pharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,43.33,2175000000.0,nan,-19.42,nan,56.53,4.67,46.18,-12.35,0.0,-383.85,-21.52,-34.7,38470000.0,0.76,29.2,-17160000.0,-143860000.0,-2.68,1.0488,nan,426070000.0,8.03,27810000.0,5.98,14.02,8.77,-106580000.0,-63630000.0,1.21,53080000.0,nan,nan,nan,nan,nan,0.0
ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments,2007,2.82,244818000.0,nan,-45.83,0.07,0.59,5.94,0.93,36.6,-4.02,0.6,0.37,-37.65,412530000.0,4.69,-6.5,164150000.0,10520000.0,-0.188,1.2222,nan,80910000.0,0.91,221100000.0,539.61,1.94,0.46,-36440000.0,-36300000.0,1.97,89020000.0,nan,nan,nan,nan,nan,0.0
ACRX,"AcelRx Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2011,1.75,133683000.0,nan,-2.71,nan,55.08,nan,33.84,-1.68,0.0,-2067.99,-34.33,nan,2430000.0,0.03,61.3,-14960000.0,-48900000.0,-0.669,0.7273,nan,80400000.0,1.01,28840000.0,nan,7.49,-0.35,-46020000.0,-31270000.0,2.05,79570000.0,nan,nan,nan,nan,nan,0.0
ACER,Acer Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,3.17,33617000.0,nan,-2.64,nan,nan,1.47,nan,-0.56,0.0,0.0,-49.35,-86.24,nan,nan,nan,nan,-31850000.0,-3.248,0.9123,nan,16120000.000000002,1.6,nan,2.15,7.09,2.27,-30110000.0,-17490000.0,0.83,10100000.0,nan,nan,nan,nan,nan,0.0
ACHV,"Achieve Life Sciences, Inc. ",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,0.85,7040000.0,nan,-0.57,nan,nan,0.84,nan,0.03,0.0,0.0,-74.34,-150.98,nan,nan,nan,nan,-16770000.0,-2.346,1.5,nan,7380000.0,0.91,nan,nan,2.43,1.0,-15340000.0,-9310000.0,nan,8350000.0,nan,nan,nan,nan,nan,0.0
ACHN,"Achillion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2006,6.39,875294000.0,nan,-8.01,-0.62,nan,4.02,nan,-9.15,0.0,0.0,-19.09,-29.96,nan,nan,nan,-50120000.0,-79080000.0,-0.54,0.875,nan,153690000.0,1.1,2270000.0,1.05,8.96,1.55,-59980000.0,-33700000.0,1.66,140050000.0,nan,nan,nan,nan,nan,0.0
ACIW,"ACI Worldwide, Inc.",Technology,Computer Software: Prepackaged Software,n/a,33.88,3898000000.0,40.48,27.64,3.01,3.31,3.68,4.47,23.2,8.42,14.93,4.13,9.82,1180000000.0,10.11,44.5,579430000.0,226860000.0,0.83,2.0769,108.8,121580000.0,1.05,1490000000.0,140.43,1.37,9.16,172410000.0,96030000.0,1.28,115600000.0,nan,nan,nan,nan,nan,0.0
ACRS,"Aclaris Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,1.8,75741000.0,nan,-1.02,0.0,8.56,0.89,2.12,-0.13,0.0,-1669.87,-54.84,-145.32,8840000.0,0.22,-12.1,3240000.0,-145540000.0,-4.457,2.3509,nan,91430000.0,2.21,34420000.0,40.36,3.73,2.06,-103300000.0,-96810000.0,0.96,41390000.0,nan,nan,nan,nan,nan,0.0
ACMR,"ACM Research, Inc.",Technology,Industrial Machinery/Components,2017,14.47,262394000.0,15.47,17.37,0.71,2.53,2.85,2.52,15.22,16.61,15.98,7.69,20.94,103760000.0,6.37,44.2,34450000.0,17200000.0,0.93,2.65,127.9,47260000.0,2.6,19870000.0,16.81,2.91,5.06,4890000.0,-24400000.0,-0.63,16329999.999999998,nan,nan,nan,nan,nan,0.0
ACOR,"Acorda Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2006,1.83,86695000.0,nan,-1.25,-0.03,0.41,0.3,1.03,-2.34,-155.89,-56.76,-6.84,-74.78,211060000.0,4.44,-66.6,372120000.0,-92740000.0,-6.929,0.902,nan,253160000.0,5.27,383580000.0,136.34,3.42,5.92,-129080000.00000001,-143000000.0,1.18,48030000.0,nan,nan,nan,nan,nan,0.0
ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,n/a,53.15,41056000000.0,25.33,21.38,4.86,5.96,3.36,5.68,16.76,23.66,28.49,7.1,14.23,6880000000.0,8.99,-15.2,4980000000.0,2330000000.0,2.11,1.3913,-21.5,4940000000.0,6.43,2950000000.0,24.11,3.43,15.93,1910000000.0,1800000000.0,0.87,768260000.0,0.37,0.7,0.37,0.7,0.66,17.54
ADMS,"Adamas Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,5.6,154471000.0,nan,-2.01,-0.04,2.99,7.82,2.72,-1.51,-215.09,-182.5,-26.9,-165.47,51600000.0,1.87,31.3,33409999.999999996,-92850000.0,-4.03,1.1124,nan,150240000.0,5.39,136000000.0,688.34,6.35,0.71,-86070000.0,-56340000.0,1.6,27860000.0,nan,nan,nan,nan,nan,0.0
ADMP,Adamis Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,n/a,0.88,53480000.0,nan,-3.1,nan,2.58,1.33,2.2,-1.34,-175.77,-178.29,-37.54,-74.26,20730000.0,0.42,54.0,5290000.0,-34080000.0,-0.734,1.5,nan,12120000.0,0.2,4260000.0,10.56,1.69,0.65,-29220000.0,-17460000.0,1.38,61630000.0,nan,nan,nan,nan,nan,0.0
ADAP,Adaptimmune Therapeutics plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2015,0.8187,76245000.0,nan,-0.66,-0.59,40.71,0.52,-0.9,0.01,0.0,-7555.85,-34.16,-67.94,1870000.0,0.02,-99.4,-38760000.0,-133509999.99999999,-1.391,1.1613,nan,102860000.0,0.98,24940000.0,16.89,3.93,1.4,-131660000.0,-85610000.0,1.7,105170000.0,nan,nan,nan,nan,nan,0.0
ADUS,Addus HomeCare Corporation,Health Care,Medical/Nursing Services,2009,84.67,1313000000.0,57.67,27.48,2.37,2.19,2.77,1.9,27.07,3.33,5.48,3.9,5.52,598150000.0,45.32,23.3,138000000.0,42100000.0,1.46,1.069,34.0,239610000.0,15.55,78700000.0,16.75,5.07,30.5,16610000.0,4790000.0,-0.17,15560000.0,nan,nan,nan,nan,nan,0.0
AEY,"ADDvantage Technologies Group, Inc.",Consumer Services,Office Equipment/Supplies/Services,n/a,2.34,23313000.0,nan,nan,nan,0.37,0.75,0.35,-14.18,-13.52,-5.08,-4.53,-22.17,63540000.0,6.14,128.8,11220000.0,-1560000.0,-0.833,nan,nan,2670000.0,0.26,nan,2.42,2.31,2.99,-2190000.0,8980000.0,0.5,10360000.0,nan,nan,nan,nan,nan,0.0
IOTS,Adesto Technologies Corporation,Technology,Semiconductors,2015,7.29,217874000.0,nan,27.69,-48.07,1.84,3.36,2.05,-59.28,-21.81,-11.93,-5.48,-38.87,118380000.0,3.99,46.1,36060000.0,-4090000.0,-0.87,3.0,nan,37200000.0,1.23,61550000.0,95.4,1.9,2.14,-9620000.0,nan,1.22,30260000.0,nan,nan,nan,nan,nan,0.0
ADIL,"Adial Pharmaceuticals, Inc",Health Care,Major Pharmaceuticals,2018,1.59,15773000.0,nan,nan,nan,nan,1.57,nan,-0.58,0.0,0.0,-107.06,-325.69,nan,nan,nan,nan,-9310000.0,-1.861,1.1667,nan,10250000.0,1.0,nan,nan,17.05,0.98,-4960000.0,-1930000.0,nan,10240000.0,nan,nan,nan,nan,nan,0.0
ADMA,ADMA Biologics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,4.06,245578000.0,nan,-5.52,nan,11.49,6.8,12.94,-5.84,-260.93,-234.67,-25.68,-152.08,21370000.0,0.42,70.7,-25210000.0,-47390000.0,-1.091,0.8261,nan,48010000.0,0.81,84320000.0,233.47,6.42,0.61,-75330000.0,-56940000.0,2.7,59320000.0,nan,nan,nan,nan,nan,0.0
ADBE,Adobe Inc.,Technology,Computer Software: Prepackaged Software,1986,296.54,144014000000.0,52.94,30.51,1.95,13.53,14.08,13.58,40.52,26.1,28.36,10.64,29.08,10640000000.0,21.84,23.7,7840000000.0,3570000000.0,5.62,1.0406,19.0,3650000000.0,7.54,4139999999.9999995,40.39,0.74,21.12,4150000000.0000005,2850000000.0,1.08,484080000.0,nan,nan,nan,nan,nan,0.0
ADOM,"ADOMANI, Inc.",Capital Goods,Auto Parts:O.E.M.,2017,0.113,9130000.0,nan,-3.12,nan,0.78,2.05,0.53,-1.25,-44.88,-42.76,-24.59,-81.15,11730000.0,0.16,119.3,nan,-4970000.0,-0.072,1.0,nan,7850000.0,0.11,4950000.0,111.99,1.44,0.06,-3490000.0,-1390000.0,1.69,73040000.0,nan,nan,nan,nan,nan,0.0
ADTN,"ADTRAN, Inc.",Public Utilities,Telecommunications Equipment,1994,9.32,445741000.0,nan,155.33,57.45,0.8,1.13,0.65,-29.52,-8.98,-5.32,-3.0,-11.6,554360000.0,11.6,-18.7,203560000.0,-12250000.0,-1.04,1.0,nan,125160000.0,2.62,44320000.0,11.22,2.73,8.26,16840000.0,-3280000.0,1.17,47830000.0,0.36,3.7,0.36,3.89,2.15,nan
ADRO,"Aduro Biotech, Inc.",Health Care,Major Pharmaceuticals,2015,1.15,88566000.0,nan,-1.36,-0.13,5.41,1.08,-6.68,1.33,0.0,-533.39,-16.01,-74.48,16379999.999999998,0.2,56.7,-60750000.0,-82470000.0,-1.119,1.1304,nan,231790000.0,2.88,33820000.0,41.22,7.26,1.02,-44530000.0,-19290000.0,1.45,80510000.0,nan,nan,nan,nan,nan,0.0
ADES,"Advanced Emissions Solutions, Inc.",Basic Industries,Major Chemicals,n/a,10.24,183472000.0,5.51,2.05,0.09,2.84,1.67,3.52,60.53,51.71,-2.47,-0.76,35.78,64670000.0,3.5,271.7,18690000.0,3760000.0,1.79,0.2625,-28.7,15150000.0,0.84,56280000.0,52.46,1.26,5.92,42020000.0,-22820000.0,1.16,18590000.0,1.0,8.0,1.0,9.71,nan,53.76
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components,1995,64.89,2521000000.0,34.07,19.46,2.89,4.17,3.82,4.25,30.51,12.25,10.73,3.34,10.36,604840000.0,15.8,1.2,367500000.0,84280000.0,1.93,1.4595,-78.1,341150000.0,8.9,456020000.0,69.08,2.47,17.21,66510000.00000001,-52270000.0,1.51,38330000.0,nan,nan,nan,nan,nan,0.0
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,n/a,38.94,43904000000.0,201.88,35.38,1.69,7.29,19.74,7.11,76.92,3.47,5.91,4.64,12.66,6020000000.0,5.7,9.0,2490000000.0,557000000.0,0.19,1.0,17.6,1210000000.0,1.09,1110000000.0,51.06,2.1,1.95,171000000.0,17880000.0,3.06,1140000000.0,nan,nan,nan,nan,nan,0.0
ADXS,"Advaxis, Inc.",Health Care,Major Pharmaceuticals,n/a,0.3865,9859000.0,nan,-0.26,nan,0.45,0.16,-1.47,1.22,-113.67,-127.9,-30.03,-60.59,22010000.0,3.6,-99.5,6060000.0,-26630000.0,-4.094,0.7273,nan,41760000.0,1.69,nan,nan,8.02,2.56,-40230000.0,-16570000.0,3.2,18670000.0,nan,nan,nan,nan,nan,0.0
ADVM,"Adverum Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,9.01,605190000.0,nan,-8.22,nan,1891.22,3.68,1470.72,-8.08,0.0,-18703.44,-17.34,-32.24,nan,0.0,-70.0,-48520000.0,-58240000.0,-0.96,0.9615,nan,161980000.0,2.51,27420000.0,16.7,9.44,2.54,-47060000.0,-34670000.0,2.55,64590000.0,nan,nan,nan,nan,nan,0.0
AEGN,Aegion Corp,Basic Industries,Water Supply,n/a,21.9,664860000.0,nan,14.91,1.18,0.54,1.54,0.8,11.42,-0.71,4.08,3.12,-1.85,1240000000.0,39.32,-9.1,268810000.0,87230000.0,-0.28,1.0,nan,51980000.0,1.69,372540000.0,84.97,1.99,14.02,57300000.0,30240000.0,2.19,30760000.0,nan,nan,nan,nan,nan,0.0
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Major Pharmaceuticals,2016,7.93,226956000.0,nan,-3.61,nan,nan,2.84,nan,-1.96,0.0,0.0,-53.78,-99.89,nan,0.0,nan,-32830000.0,-73350000.0,-2.41,1.2222,nan,88700000.0,3.06,5220000.0,6.54,6.02,2.76,-56600000.0,-31870000.0,1.07,28990000.0,nan,nan,nan,nan,nan,0.0
AEHR,Aehr Test Systems,Capital Goods,Electrical Products,1997,2.21,50712000.0,nan,nan,1.1,2.32,3.31,2.17,-16.66,-18.92,-14.93,-7.85,-24.74,21850000.0,0.97,16.7,7600000.0,-2850000.0,-0.184,0.5,nan,5270000.0,0.23,2690000.0,17.61,4.03,0.67,-4860000.0,-2690000.0,0.65,22740000.0,nan,nan,nan,nan,nan,0.0
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals,n/a,1.07,20570000.0,nan,-0.89,nan,0.11,nan,1.17,-26.99,-21.41,-6.74,-8.44,nan,188740000.0,9.25,28.6,5410000.0,-8189999.999999999,-1.98,1.069,nan,nan,0.05,208900000.0,nan,0.22,-6.77,-3280000.0,-11230000.0,nan,20570000.0,nan,nan,nan,nan,nan,0.0
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,18.35,876866000.0,nan,-8.23,nan,14.69,4.16,12.36,-4.11,0.0,-317.45,-30.04,-82.04,59690000.0,1.32,154.0,-3000000.0,-179660000.0,-4.32,1.075,nan,340780000.0,7.36,201590000.0,96.36,5.43,4.55,-154820000.0,-92140000.0,0.5,46320000.0,nan,nan,nan,nan,nan,0.0
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace,2007,62.52,1503000000.0,40.7,34.63,1.23,4.65,3.09,3.71,23.54,11.52,13.28,5.29,8.42,323140000.0,13.63,11.4,128400000.0,50920000.0,1.54,2.1143,-37.4,300730000.0,12.66,10370000.0,2.15,10.56,20.27,23950000.0,-1190000.0,1.14,23980000.0,nan,nan,nan,nan,nan,0.0
ARPO,"Aerpio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.517,21349000.0,nan,-1.14,nan,8785.71,0.51,-8739.09,0.77,0.0,-1143096.48,-30.01,-50.53,nan,0.0,nan,20160000.0,-27700000.0,-0.673,0.9167,nan,43390000.0,1.07,nan,1.04,12.44,1.03,-25170000.0,-14530000.0,2.47,40590000.0,nan,nan,nan,nan,nan,0.0
AEZS,AEterna Zentaris Inc.,Health Care,Major Pharmaceuticals,n/a,1.0,19630000.0,nan,-1.54,nan,10.3,nan,5.45,-1.0,0.0,-549.37,-26.2,-389.57,1910000.0,0.12,-57.3,24780000.0,-10380000.0,-0.627,0.1176,nan,10860000.0,0.54,1050000.0,nan,2.34,-0.11,-10450000.0,-5250000.0,2.61,19990000.0,nan,nan,nan,nan,nan,0.0
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,3.2736,4583000.0,nan,-1.07,nan,41.67,28.39,36.63,-0.64,0.0,-5773.22,-121.12,-368.97,nan,0.09,nan,nan,-6330000.0,-5.88,1.1727,nan,nan,0.55,nan,906.95,0.77,0.11,-4800000.0,-2020000.0,0.96,1440000.0,nan,nan,nan,nan,nan,0.0
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.1302,7966000.0,nan,-0.19,nan,nan,24.6,nan,-0.2,0.0,0.0,-115.85,-286.25,nan,nan,nan,nan,-22430000.0,-0.349,1.0455,nan,3440000.0,0.05,nan,nan,1.09,0.0,-20840000.0,-12530000.0,0.65,64769999.99999999,nan,nan,nan,nan,nan,0.0
AFMD,Affimed N.V.,Health Care,Major Pharmaceuticals,2014,2.44,188283000.0,nan,-5.49,nan,nan,3.69,nan,nan,-30.58,0.0,-10.18,-29.36,nan,nan,2572.0,23750000.0,nan,-0.717,1.3571,nan,nan,nan,nan,13.69,3.48,0.67,nan,nan,2.88,62430000.0,nan,nan,nan,nan,nan,0.0
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000,3.78,510983000.0,nan,-2.57,nan,4.19,nan,3.8,-5.62,-102.75,-72.94,-36.44,nan,122000000.0,0.93,55.8,-87820000.0,-82440000.0,-0.962,0.8684,nan,93270000.0,0.68,23640000.0,nan,0.81,-1.45,-22710000.0,-1030000.0,1.81,137360000.0,nan,nan,nan,nan,nan,0.0
AGRX,"Agile Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,1.65,88360000.0,nan,-3.92,nan,nan,2.77,nan,-4.37,0.0,0.0,-30.9,-59.53,nan,nan,nan,nan,-16050000.0,-0.387,1.0,nan,18370000.0,0.31,nan,0.66,10.39,0.54,-15550000.0,-9340000.0,0.41,59300000.0,nan,nan,nan,nan,nan,0.0
AGYS,"Agilysys, Inc.",Technology,EDP Services,n/a,24.73,588623000.0,nan,-207.33,-7.79,3.88,5.88,3.65,-60.35,-7.99,-7.56,-4.51,-11.81,151740000.0,6.57,19.1,73880000.0,-9180000.0,-0.52,1.25,nan,38910000.0,1.67,14860000.0,15.11,1.38,4.23,11220000.0,13790000.0,0.27,23660000.0,nan,nan,nan,nan,nan,0.0
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,34.86,2101000000.0,nan,-5.33,-0.12,18.68,4.69,15.69,-4.32,0.0,-370.5,-32.01,-66.35,112480000.0,1.92,71.2,-248330000.0,-408720000.0,-6.85,1.0056,nan,451900000.0,7.67,115390000.0,25.74,5.3,7.61,-351200000.0,-197620000.0,2.22,58880000.0,nan,nan,nan,nan,nan,0.0
