Ticker,Name,Sector,Industry,IPO Year,Price,Market Cap,Trailing P/E,Forward P/E,PEG Ratio(5yr Expected),Price/Sales(ttm),Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin(TTM),Return on Assets(TTM),Return on Equity(TTM),Revenue(TTM),Revenue Per Share(TTM),Quarterly Revenue Growth(YOY),Gross Profit(TTM),EBITDA,Diluted EPS(TTM),EPS Beat Ratio,Quarterly Earnings Growth(YOY),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow(TTM),Levered Free Cash Flow(TTM),Beta(3Y Monthly),Shares Outstanding,Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio
ACRX,"AcelRx Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2011,2.28,181907000.0,nan,-3.27,nan,82.84,nan,54.61,-2.67,0.0,-2093.99,-31.98,nan,2200000.0,0.03,15.0,-14960000.0,-44970000.0,-0.711,0.7273,nan,91550000.0,1.15,28770000.0,nan,11.69,-0.23,-40850000.0,-28810000.0,1.87,79440000.0,nan,nan,nan,nan,nan,0.0
ACER,Acer Therapeutics Inc.,Health Care,Major Pharmaceuticals,n/a,3.198,32406000.0,nan,-2.74,nan,nan,1.18,nan,-0.33,0.0,0.0,-77.25,-151.27,nan,nan,nan,nan,-30600000.0,-3.195,1.3974,nan,23490000.0,2.33,nan,1.95,4.92,2.73,-27480000.0,-15440000.0,1.72,10100000.0,nan,nan,nan,nan,nan,0.0
ACHV,"Achieve Life Sciences, Inc. ",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,n/a,2.21,17005000.0,nan,-1.42,nan,nan,1.48,nan,-0.46,0.0,0.0,-61.09,-117.4,nan,nan,nan,nan,-16350000.000000002,-2.606,0.8929,nan,10450000.0,1.29,nan,3.64,3.62,1.42,-15250000.0,-9110000.0,1.56,8100000.0,nan,nan,nan,nan,nan,0.0
ACHN,"Achillion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2006,3.82,517563000.0,nan,-4.81,-0.35,nan,2.22,nan,-3.61,0.0,0.0,-17.34,-26.94,nan,nan,nan,-50120000.0,-75300000.0,-0.511,1.0,nan,233370000.0,1.67,1370000.0,0.59,14.64,1.67,-56510000.0,-31650000.0,1.62,139690000.0,nan,nan,nan,nan,nan,0.0
ACIW,"ACI Worldwide, Inc.",Technology,Computer Software: Prepackaged Software,n/a,30.37,3673000000.0,44.64,26.45,3.08,3.44,3.49,4.58,28.13,7.73,11.95,2.95,8.3,1070000000.0000001,9.18,26.6,579430000.0,173930000.0,0.7,-0.5,nan,139400000.0,1.19,1470000000.0,140.01,1.29,9.02,169690000.0,73930000.0,1.11,116710000.0,nan,nan,nan,nan,nan,0.0
ACRS,"Aclaris Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2015,1.25,55020000.0,nan,-0.83,0.0,3.4,0.4,-1.74,0.21,0.0,-863.85,-41.75,-101.94,16200000.0,0.43,59.5,3240000.0,-134350000.0,-4.168,1.5921,nan,115520000.0,2.79,35880000.0,26.15,3.23,3.32,-109800000.0,-57140000.0,0.8,41370000.0,nan,nan,nan,nan,nan,0.0
ACMR,"ACM Research, Inc.",Technology,Industrial Machinery/Components,2017,14.32,265305000.0,21.6,17.78,1.0,2.84,3.93,2.37,16.27,13.16,13.85,7.78,23.37,93520000.0,5.84,39.0,34450000.0,13590000.0,0.68,2.1667,34.1,27580000.0,1.71,19660000.0,32.92,2.03,3.71,6420000.0,3420000.0,nan,16309999.999999998,nan,nan,nan,nan,nan,0.0
ACOR,"Acorda Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2006,3.2,150097000.0,nan,-1.06,-0.04,0.49,0.27,0.79,-14.7,-25.94,-11.78,-1.84,-13.79,306160000.0,6.45,-67.4,372120000.0,-16360000.0,-1.674,0.5189,nan,296890000.0,6.18,383040000.0,70.3,3.81,11.47,-26550000.0,-55620000.0,1.58,48110000.0,nan,nan,nan,nan,nan,0.0
ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,n/a,53.89,42140000000.0,25.09,21.72,4.01,5.92,3.52,5.58,16.8,23.69,27.47,6.89,15.1,7110000000.0,9.3,-14.9,4980000000.0,2360000000.0,2.19,1.4615,-18.4,4670000000.0,6.09,2960000000.0,24.73,3.45,15.62,1860000000.0,1780000000.0,0.92,767030000.0,0.37,0.69,0.37,0.69,0.67,16.89
ADMS,"Adamas Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,7.29,204951000.0,nan,-2.94,-0.05,4.24,4.79,3.46,-1.65,-241.41,-212.17,-26.88,-125.84,48280000.0,1.76,67.8,33409999.999999996,-101030000.0,-4.25,0.9184,nan,168650000.0,6.07,133120000.0,311.74,7.27,1.54,-90650000.0,-64550000.0,2.46,27770000.0,nan,nan,nan,nan,nan,0.0
ADUS,Addus HomeCare Corporation,Health Care,Medical/Nursing Services,2009,80.8,1070000000.0000001,57.93,27.95,2.29,1.89,3.69,1.86,25.37,3.3,5.72,5.38,7.8,566060000.0,44.22,14.0,138000000.0,41480000.0,1.41,1.037,27.8,54790000.0,4.19,55960000.0,19.34,2.84,22.15,8960000.0,-1820000.0,0.3,13220000.0,nan,nan,nan,nan,nan,0.0
AEY,"ADDvantage Technologies Group, Inc.",Consumer Services,Office Equipment/Supplies/Services,n/a,1.9754,20723000.0,nan,nan,nan,0.33,0.67,0.3,-12.05,-13.52,-5.08,-4.53,-22.17,63540000.0,6.14,128.8,11220000.0,-1560000.0,-0.833,nan,nan,2670000.0,0.26,nan,2.42,2.31,2.99,-2190000.0,8980000.0,0.02,10360000.0,nan,nan,nan,nan,nan,0.0
IOTS,Adesto Technologies Corporation,Technology,Semiconductors,2015,8.89,267481000.0,nan,31.77,-29.43,2.47,4.86,2.73,-47.48,-24.61,-14.21,-8.07,-60.85,108270000.0,3.7,65.8,36060000.0,-6240000.0,-0.91,0.75,nan,7190000.0,0.24,35990000.0,66.0,1.14,1.83,-11550000.0,-4320000.0,1.08,30070000.0,nan,nan,nan,nan,nan,0.0
ADIL,"Adial Pharmaceuticals, Inc",Health Care,Major Pharmaceuticals,2018,1.43,14851000.0,nan,nan,nan,nan,1.48,nan,-0.48,0.0,0.0,-107.06,-325.69,nan,nan,nan,nan,-9310000.0,-1.861,1.1667,nan,10250000.0,1.0,nan,nan,17.05,0.98,-4960000.0,-1930000.0,nan,10240000.0,nan,nan,nan,nan,nan,0.0
ADMA,ADMA Biologics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,5.07,285319000.0,nan,-6.5,nan,15.53,6.08,16.96,-5.98,0.0,-298.68,-26.28,-120.52,18380000.0,0.38,40.9,-25210000.0,-52100000.0,-1.243,0.8621,nan,73620000.0,1.24,84000000.0,179.08,10.26,0.79,-64250000.0,-42170000.0,2.4,59320000.0,nan,nan,nan,nan,nan,0.0
ADBE,Adobe Inc.,Technology,Computer Software: Prepackaged Software,1986,271.9,134675000000.00002,49.36,28.6,1.71,12.65,13.13,12.46,37.18,26.1,28.36,10.64,29.08,10640000000.0,21.84,23.7,7840000000.0,3570000000.0,5.62,1.0406,19.0,3650000000.0,7.53,4139999999.9999995,40.39,0.74,21.12,4150000000.0000005,2710000000.0,1.1,485440000.0,nan,nan,nan,nan,nan,0.0
ADOM,"ADOMANI, Inc.",Capital Goods,Auto Parts:O.E.M.,2017,0.096,6757000.0,nan,-2.32,nan,0.78,1.25,0.36,-0.59,-64.22,-61.84,-25.22,-73.13,8610000.0,0.12,489.8,nan,-5270000.0,-0.076,1.0,nan,7850000.0,0.11,4300000.0,79.32,1.65,0.07,-2610000.0,nan,1.61,72890000.0,nan,nan,nan,nan,nan,0.0
ADTN,"ADTRAN, Inc.",Public Utilities,Telecommunications Equipment,1994,11.41,559568000.0,142.68,30.79,17.93,0.96,1.25,0.76,360.01,0.67,-2.76,-1.57,0.86,580600000.0,12.16,22.1,203560000.0,1230000.0,0.08,1.75,nan,137700000.0,2.88,34460000.0,7.73,2.64,9.33,13530000.0,-4670000.0,1.68,47830000.0,0.36,3.16,0.36,3.16,2.09,450.0
ADRO,"Aduro Biotech, Inc.",Health Care,Major Pharmaceuticals,2015,1.08,87353000.0,nan,-1.31,-0.13,5.96,0.86,-8.88,1.48,0.0,-633.3,-15.75,-65.93,14650000.0,0.18,85.2,-60750000.0,-87830000.0,-1.15,1.2778,nan,251630000.0,3.14,34230000.0,33.87,8.44,1.26,-51400000.0,-31240000.0,0.34,80140000.0,nan,nan,nan,nan,nan,0.0
ADES,"Advanced Emissions Solutions, Inc.",Basic Industries,Major Chemicals,n/a,13.9,265108000.0,7.79,2.97,0.1,5.23,2.4,5.94,57.28,69.1,3.68,0.86,37.18,50680000.0,2.68,264.5,18690000.0,5260000.0,1.83,0.5946,-46.9,15420000.0,0.85,63780000.0,59.19,1.23,5.95,24130000.0,-17670000.0,0.02,18580000.0,1.0,7.17,1.0,7.17,nan,53.76
AEIS,"Advanced Energy Industries, Inc.",Capital Goods,Industrial Machinery/Components,1995,57.73,2259000000.0,22.49,16.66,3.15,3.75,3.45,3.24,17.42,16.8,15.94,7.06,14.88,602800000.0,15.68,-31.2,367500000.0,112140000.0,2.62,1.3235,-31.7,359820000.0,9.39,53990000.0,8.23,5.84,17.11,82230000.0,49800000.0,1.79,38310000.0,nan,nan,nan,nan,nan,0.0
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,n/a,29.48,32531999999.999996,163.2,27.87,1.31,5.54,16.88,5.48,64.14,3.25,5.45,4.34,13.74,5870000000.0,5.71,-12.8,2490000000.0,502000000.0,0.18,1.0,-69.8,1130000000.0,1.04,1280000000.0,67.33,2.08,1.75,13000000.0,-58380000.0,3.18,1090000000.0,nan,nan,nan,nan,nan,0.0
ADXS,"Advaxis, Inc.",Health Care,Major Pharmaceuticals,n/a,0.2156,6847000.0,nan,-0.18,nan,0.31,0.11,-1.59,1.31,-113.67,-127.9,-30.03,-60.59,22010000.0,3.6,-99.5,6060000.0,-26630000.0,-4.094,0.7273,nan,41760000.0,1.69,nan,nan,8.02,2.56,-40230000.0,-16570000.0,4.22,18670000.0,nan,nan,nan,nan,nan,0.0
ADVM,"Adverum Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2014,5.55,353559000.0,nan,-4.9,nan,391.54,1.99,230.11,-3.48,0.0,-6781.95,-16.77,-32.13,nan,0.01,nan,-48520000.0,-59740000.0,-1.05,0.7931,nan,177640000.0,2.76,25750000.0,14.48,17.79,2.76,-54440000.0,-37290000.0,2.33,64459999.99999999,nan,nan,nan,nan,nan,0.0
AEGN,Aegion Corp,Basic Industries,Water Supply,n/a,20.65,652799000.0,nan,15.2,1.14,0.51,1.53,0.78,10.66,-1.21,4.4,3.34,-3.18,1270000000.0,39.84,-4.9,268810000.0,92490000.0,-0.48,1.1212,nan,51340000.0,1.66,378610000.0,87.23,1.96,13.82,43650000.0,87650000.0,2.24,30890000.0,nan,nan,nan,nan,nan,0.0
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Major Pharmaceuticals,2016,8.01,234550000.0,nan,-4.08,nan,nan,2.35,nan,-2.12,0.0,0.0,-40.46,-71.65,nan,0.0,nan,-32830000.0,-63470000.0,-2.3,1.1224,nan,105540000.0,3.65,5210000.0,5.24,8.44,3.45,-47890000.0,-26380000.0,1.12,28890000.0,nan,nan,nan,nan,nan,0.0
AEHR,Aehr Test Systems,Capital Goods,Electrical Products,1997,1.38,30900000.0,nan,6.8,0.97,1.47,1.99,1.21,-6.62,-24.86,-20.3,-10.23,-30.14,21060000.0,0.94,-0.4,7600000.0,-3840000.0,-0.234,nan,-42.4,5430000.0,0.24,nan,nan,3.63,0.68,-5640000.0,-3190000.0,1.26,22720000.0,nan,nan,nan,nan,nan,0.0
AMTX,"Aemetis, Inc",Basic Industries,Major Chemicals,n/a,1.03,20570000.0,nan,-0.89,nan,0.12,nan,1.21,-24.12,-22.7,-7.63,-9.05,nan,175990000.0,8.65,12.4,5410000.0,-8820000.0,-1.964,1.4318,nan,nan,0.02,199340000.0,nan,0.18,-6.52,-5130000.0,-2680000.0,-0.84,20570000.0,nan,nan,nan,nan,nan,0.0
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2013,21.7,1034999999.9999999,nan,-22.32,nan,21.37,6.65,18.74,-4.56,0.0,-428.3,-44.18,-132.31,48450000.0,1.08,553.5,-3000000.0,-199220000.0,-5.17,0.9302,nan,109360000.0,2.38,18730000.0,12.03,2.52,3.39,-159890000.0,-103200000.0,0.53,45940000.0,nan,nan,nan,nan,nan,0.0
AVAV,"AeroVironment, Inc.",Capital Goods,Aerospace,2007,59.03,1331000000.0,36.05,30.67,1.1,4.12,2.74,3.47,22.03,11.52,13.28,5.29,8.42,323140000.0,13.63,11.4,128400000.0,50920000.0,1.54,2.1143,-37.4,300730000.0,12.66,10370000.0,2.15,10.56,20.27,23950000.0,-1190000.0,0.83,23980000.0,nan,nan,nan,nan,nan,0.0
ARPO,"Aerpio Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,0.705,29046000.0,nan,-1.22,nan,1.54,0.64,-0.98,1.6,-59.27,-61.48,-12.14,-23.83,18820000.0,0.46,nan,20160000.0,-11520000.0,-0.275,0.875,nan,48160000.0,1.19,nan,1.05,13.57,1.13,-26630000.0,-22960000.0,2.54,40590000.0,nan,nan,nan,nan,nan,0.0
AEZS,AEterna Zentaris Inc.,Health Care,Major Pharmaceuticals,n/a,1.28,19483000.0,nan,-1.83,nan,8.52,nan,4.9,-0.97,0.0,-505.21,-27.56,-380.75,2290000.0,0.14,15.5,24780000.0,-11510000.0,-0.748,-0.0714,nan,9680000.0,0.58,1420000.0,nan,1.68,-0.18,-10290000.0,-5110000.0,1.25,16629999.999999998,nan,nan,nan,nan,nan,0.0
AEMD,"Aethlon Medical, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,n/a,0.2528,5151000.0,nan,-1.29,nan,46.83,4.31,32.47,-0.6,0.0,-5450.27,-79.84,-232.81,nan,0.01,-79.9,nan,-5970000.0,-0.386,1.125,nan,2490000.0,0.13,1100000.0,108.32,1.47,0.06,-4720000.0,-1930000.0,-0.1,19940000.0,nan,nan,nan,nan,nan,0.0
GNMX,"Aevi Genomic Medicine, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,0.17,10816000.0,nan,-0.25,nan,nan,33.4,nan,-0.33,0.0,0.0,-115.85,-286.25,nan,nan,nan,nan,-22430000.0,-0.349,1.0455,nan,3440000.0,0.05,nan,nan,1.09,0.0,-20840000.0,-12530000.0,1.26,64769999.99999999,nan,nan,nan,nan,nan,0.0
AFMD,Affimed N.V.,Health Care,Major Pharmaceuticals,2014,3.44,212921000.0,nan,-7.58,nan,nan,5.1,nan,nan,-30.58,0.0,-10.18,-29.36,nan,nan,2572.0,23750000.0,nan,-0.717,1.3571,nan,nan,nan,nan,13.69,3.48,0.67,nan,nan,2.22,62440000.0,nan,nan,nan,nan,nan,0.0
AGEN,Agenus Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2000,2.86,387909000.0,nan,-2.0,nan,3.38,nan,2.71,-4.38,-98.39,-67.5,-28.62,nan,114860000.0,0.92,-1.1,-87820000.0,-71030000.0,-0.906,1.1515,nan,121720000.0,0.89,22530000.0,nan,1.14,-1.14,-19430000.0,2460000.0,1.37,137310000.0,nan,nan,nan,nan,nan,0.0
AGRX,"Agile Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2014,1.1,61674000.0,nan,-3.85,nan,nan,2.01,nan,-2.61,0.0,0.0,-30.46,-63.89,nan,nan,nan,nan,-14900000.0,-0.42,0.7273,nan,10590000.0,0.24,nan,1.08,6.07,0.52,-14330000.0,-8260000.0,-0.48,59300000.0,nan,nan,nan,nan,nan,0.0
AGYS,"Agilysys, Inc.",Technology,EDP Services,n/a,26.22,629292000.0,nan,nan,-11.6,4.33,6.18,4.1,-61.67,-8.95,-8.25,-4.54,-12.4,145220000.0,6.3,12.9,73880000.0,-9660000.0,-0.56,0.375,nan,37230000.0,1.6,15800000.0,15.81,1.37,4.3,6690000.0,9410000.0,0.56,23680000.0,nan,nan,nan,nan,nan,0.0
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2013,35.36,2085000000.0,nan,-5.19,-0.13,20.51,3.91,16.81,-4.28,0.0,-400.22,-28.54,-57.44,101660000.0,1.74,-35.1,-248330000.0,-399110000.0,-6.67,1.1,nan,495390000.0,8.43,116470000.0,21.86,5.96,9.07,-329450000.0,-178210000.0,2.26,58750000.0,nan,nan,nan,nan,nan,0.0
AGNC,AGNC Investment Corp.,Consumer Services,Real Estate Investment Trusts,2008,16.07,8864000000.0,nan,7.97,-2.01,-13.35,0.92,-129.92,nan,0.0,111.45,-0.85,-7.91,-664000000.0,-1.3,nan,229000000.0,nan,-1.58,0.98,nan,9830000000.0,17.95,86580000000.0,836.84,0.12,17.59,1270000000.0,nan,0.26,547820000.0,1.92,11.77,2.12,13.18,12.32,nan
AGFS,"AgroFresh Solutions, Inc.",Finance,Business Services,2014,2.2,111633000.0,nan,-8.72,-0.32,0.61,0.33,2.73,8.31,-18.45,5.92,0.76,-9.45,182140000.0,3.64,15.0,132509999.99999999,59760000.0,-0.672,1.0227,nan,35870000.0,0.7,412200000.0,120.73,1.98,6.54,12960000.0,33210000.0,0.02,51440000.0,nan,nan,nan,nan,nan,0.0
